vendor_normalized,sum_effective_value
JONES,7943888.03
PARTNERS IN CREDIT,7563943.56
CANADIAN CORPS OF COMMISSIONAIRES,6077984.67
JOSEPH M CHAPMAN,5209844.81
PETER WENGLOWSKI PROFESSIONAL,3271601.83
MURCHISON THOMSON CLARKE,3057949.33
MAKWA RESOURCING,3044506.91
IRON MOUNTAIN,2618151.25
RICOH,2556726.68
RUSNAK BALACKO KACHUR RUSNAK,2213463.34
XEROX,1941123.09
NATHANSON SEAMAN WATTS,1904426.20
SONIA CYR,1843036.28
EXCEL HUMAN RESOURCES,1715851.27
LEXISNEXIS CANADA,1665388.48
ALTIS HUMAN RESOURCES,1624616.36
CETTEC DIGITAL IMAGING,1592616.03
GIRARD ALLARD,1584903.82
DAIGLE AND ASSOCIES,1543298.52
JM LEDRESSAY ASSOCIATES,1436326.55
LEE INGLISH ALBRECHT,1435310.83
ANTONIANI LAW PROFESSIONAL,1407452.80
MCNICOL BOURCIER,1403469.02
CARSWELL,1260364.84
JOHN DICKSON PROFESSIONAL,1251180.84
JOSEPH CHAPMAN,1237696.64
MOUSSEAU DELUCA MCPHERSON PRINCE,1138303.77
HYPERTEC,1119283.29
BURCHELL MACDOUGALL,1103094.25
DAIGLE ASSOCIACS,1074150.29
GILLESPIE RENKEMA BARNETT BROADWAY,1070042.47
BRADLEY LAW OFFICE,1048065.51
KELLY GREENWAY BRUCE,923567.12
JONES COMPANY,910797.14
LAW OFFICES OF MARK KLASSEN,878882.05
PETER WENGLOWSKI PROF,876672.51
IKON DOCUMENT SERVICES T8009,865635.00
DONEY LAW OFFICE,846461.66
WILLOWS WELLSCH ORR BRUNDIGE,811711.49
SOFTCHOICE,797706.56
HATCH LAW,791047.20
WILSON EVELY,772063.54
NICHOLAS ALEXANDER,696111.90
RONALD J POIRIER PROFESSIONAL,692708.42
DAMIEN R FROST,686486.39
CAROL SHIRTLIFF HINDS,642563.03
MCCOY LAW,596305.60
ASOKAN BUSINESS INTERIORS,586736.08
JOKINEN LAW PROFESSIONAL,583191.39
CHASE OFFICE INTERIORS,580821.55
ELIZABETH C BAREFOOT,577880.42
BROTHERS BURDEN,574806.17
MELINA RAWLUK PROFESSIONAL CORPORAT,550880.59
EVANS SWEENY BORDIN,548269.05
CYBERBAHN,543368.02
BOW VALLEY COUNSEL,540405.07
A K GHOSH PROFESSIONAL,537150.11
HAYS SPECIALIST RECRUITMENT,536760.00
IFATHOM,528840.00
LIKE 10,524860.87
DONNELLY MURPHY LAWYERS,521977.48
IRON MOUNTAIN CANADA,514149.71
BURCHELL MACDOUGALL TRURO,512602.10
NORTHERN MICRO,511930.86
JOHN FREDERICK HANBIDGE,507697.14
SYLVIA MENDES ROUX,506407.61
REBECCA B SMYTH LAW,484947.44
GEORGES U CYR,471126.96
THOMPSON LEROSE BROWN,462566.08
CAIN LAMARRE CASGRAIN WELLS,458876.07
TEKNION,445904.88
MICHAEL K SMITH LAW OFFICE,433968.95
THOMSON CARSWELL,432593.39
FROST WILSON,432121.89
NICHOLAS R WHITE,432047.95
GLOBAL UPHOLSTERY,427872.33
SANDRA ANTONIANI BARRISTER SOLICITOR,416490.18
SHRED IT,406191.93
NTECH CONSEIL,404540.00
NISHA TECHONOLOGIES,402027.44
VG FINDLATER PROFESSIONAL,393766.72
TAMSEN MARSHALL,393396.57
LAW OFFICE OF DAVID A HOLMES,392047.40
FRANCES BRENNAN LAW,385535.19
ERIN J LAINEVOOL,385269.84
SONIA CYR AVOCATE,381374.96
DENIS C ALLAN,379235.09
MENDES ROUX SYLVIA,370626.28
WELLS LAMEY MAILMAN BRYSON,363610.28
DONALD J FRASER,361625.89
CORPORATE RESEARCH GROUP,352326.75
BRENDA LAWSON,351204.04
MAXSYS,344943.10
JULIEN CORMIER PROFESSIONAL,344287.81
HURLEY LAW,342857.63
AIKEN CHRISTENSEN HEATH,342752.61
SIERRA SYSTEMS GROUP,340502.90
REQUEST OFFICE SERVICES,332022.52
SHERATON CENTRE HOTEL TORONTO,331672.14
SHANNON B MCPHERSON,329270.20
LEO PISCES SERVICES GROUP,328113.39
BRIAN RICHARD FARMER,327273.58
LEE INGLIS ALBRECHT,325488.00
DELTA OTTAWA CITY CENTRE,324421.40
MACISAAC CLARKE DUFFY,324041.18
MARKSON LAW PROFESSIONAL,319631.97
MARK MILLER,316891.05
JAMES J YUSEP,316832.75
PAUL D SYRDUK LAW OFFICE,311962.11
BARB NEAL,311249.67
KEVIN J SHORT PROFESSIONAL,311013.73
ARNOT HEFFERNAN SLOBODIAN,309875.77
ROY BELANGER AVOCATS,308496.30
LEBLANC DOSTIE,300260.85
VOLODYMYR FEDORCHUK,299874.59
LAW FIRM OF JOHNATHON BURKE,299596.59
CHRISTOPHER WILLIAMS PROFESSIONAL C,296140.19
JEREMY DEBOW LAW OFFICE,294344.82
ACS EXPRESS,288898.40
CLIFFE TOBIAS,288247.02
BELL CANADA,285552.14
RYAN IANNETTI LAW OFFICE,285305.31
PAUL A BAILEY PROFESSIONAL,284654.17
DAVID W WILSON,281877.88
CANADA LAW BOOK DIVISION,274189.98
NTECH CONSULTING,269693.33
EMINENT SYSTEMS,268488.00
HR PROACTIVE,265550.00
CR BOND PROFESSIONAL,263277.73
CANON,261356.61
CAIN LAMARRE CASGRAIN WELLS ST GEORGE DE BEAUCE,260746.82
ALLAN FRANCIS PRINGLE,257739.25
FRANCOIS DOUCET QC,256556.08
HEATHER ANN ELISE CARPENTER,252562.42
RAYMOND LINCOURT AND ASSOCIATES,251621.37
WILLIAM B HOGLE PROFESSIONAL,243299.65
FELICIA TIPPINS OHARA,242231.22
PERLEY ROBERTSON HILL MCDOUGALL,241066.67
ANDREA D HEMMERLING PROFESSIONAL C,239489.40
QUON FERGUSON LEGAL PC,237212.53
TIMOTHY S MCCANN,236477.64
DONALD J FRASER BARRISTER SOLICITOR,234227.46
J BRUCE MACNAUGHTON LAW OFFICE,233374.01
STEPHEN I COLE,232028.14
MODIS CANADA,231198.00
ERICA QUAYLE,226442.68
EVISION SOFTISM TECHNOLOGIES,224120.81
KONICA MINOLTA BUSINESS SOLUTIONS,223493.28
PRINTERS PLUS,222810.45
GLENDON J ABBOTT QC,221663.59
ST JOSEPH PRINT GROUP,221368.02
JESSICA LATHAM DIXON,221126.34
A CHRISTIANE BLACK,219129.00
PAUL A BAILEY PROFESSIONAL CORPORA,218588.80
ARTEMP PERSONNEL,217956.78
BDO CANADA,213989.23
THOMSON PROFESSIONAL,213283.78
HENRI A LAF0RTUNE,213121.47
BUSSEY HORWOOD LAW GROUP,209756.91
CREIGHTON SHATFORD,207912.02
SCOTT GRAHAM PROFESSIONAL,206611.50
SHANNON B MCPHERSON BARRISTER SOLICITOR,206125.84
FCI,205529.52
JAMES A TRELEAVEN,205467.25
SYSTEMSCOPE,202270.00
RIOPELLE GROUP PROFESSIONAL,200554.72
CHANDER G CHADDAH,198914.26
COMPUPHILE SYSTEMS,193598.22
STEWART MCKELVEY,193322.75
TOTEM OFFISOURCE,191446.20
GPRINT SIGNS,188618.60
ERWIN REINHARD SCHULZ,186891.27
FINDLAY LAW OFFICE,186290.40
THORN LAW PC,185722.50
MICHAEL S MANDELCORN,184714.35
MAURO W DICARLO,184128.09
SAULNIER ROBILLARD LORTIE,183960.00
CAIN LAMARRE ROUYN,180500.30
GARTNER,179003.30
CLINE BACKUS NIGHTINGALE MCARTHUR,178641.40
MACLEOD HOSACK NUNN PEREIRA KINKEL,177513.82
DARREN ANGER LAW PROFESSIONAL,176485.13
DEANA NICOLE DUMARESQUE,176373.48
VINER KENNEDY FREDERICK ALLAN,175873.65
LAW OFFICE OF TILTON T DONIHEE,175660.06
ADVANCED BUSINESS INTERIORS,174876.51
COHEN COHEN FULL LINE INTERIORS,174194.03
INSIGHT LAW,173165.28
FELICIA C OHARA,168638.63
PERLEY ROBERTSONHILL MCDOUGALL,165733.33
CYR MINVILLE,162524.50
CANADIAN PRESS,161788.62
HUGHES BRANNAN,161360.30
MILLER THOMSON,160653.21
FENTON SMITH BARRISTERS,159909.66
J R HUBER PROFESSIONAL,158765.58
MHN LAWYERS FORMERLY MACLEOD HOSACK NUNN PEREIRA KINKEL,158562.97
CHANTAL PROULX,158211.24
EMM LAW,156761.29
GLOBAL VIRTUAL INTERVIEWS,156645.35
