vendor_normalized,sum_effective_value
ANTHONY MACAULEY ASSOCIATES VICTORIA,560717.16
OXFORD ECONOMICS USA,202805.38
CLIFTON ENGINEERING GROUP,183750.00
AVI SPL CANADA,150069.53
BOYDEN CALGARY,105000.00
PRICEWATERHOUSE COOPERS,103924.80
CLUSTER NAVIGATORS,87126.85
ACNIELSEN COMPANY OF CANADA,77727.05
THE CENTRE FOR INNOVATION STUDIES THECIS,69931.05
LIONBRIDGE,69495.00
MNP,67643.18
MICROSOFT CANADA,66259.78
ECONOMIC MODELING,50400.00
WATERSMART SOLUTIONS,50000.00
CANADA WEST FOUNDATION,50000.00
MARK MACLEOD,49860.00
XEROX,49373.73
DELOITTE AND TOUCHE,49350.00
THE CONFERENCE BOARD OF CANADA,48063.75
GELINAS ANGIE,42491.40
TENEN CONSULTING,40750.00
ADVANCED CHIPPEWA TECHNOLOGIES,40579.88
SKYRIDGE SYSTEMS,39340.93
GREGORY SPENCER,32996.00
THE MASHA KRUPP TRANSLATION GROUP,32812.50
EPERFORMANCE,32240.25
MAVIS MCRAE,31500.00
ADVANCED BUSINESS INTERIORS,31486.81
PRAIRIE RESEARCH ASSOCIATES,29064.00
NISHA TECHONOLOGIES,28042.19
EDGEWOOD HOLDINGS 2013,27300.00
GLOBAL FEDERATION OF COMPETITIVENESS COUNCILS,26392.20
MELCHER MEDIA DESIGN,25593.75
BRITISH COLUMBIA INNOVATION COUNCIL,24937.50
GLOBAL TOTAL OFFICE,24617.56
TURTLEHAWK SOLUTIONS,24236.11
HONGER INNOVATIONS,23520.00
LUXURY HOTELS INTERNATIONAL OF CANADA,23160.48
INSTITUTE ON GOVERNANCE,22500.00
INNOVATE BC,21827.40
ASSEMBLY OF FIRST NATIONS ALBERTA ASSOCIATION,21000.00
ADFARM PARTNERSHIP,21000.00
ENTWISTLE GARY,19950.00
CHASE OFFICE INTERIORS,19585.15
PLAN4WARD CONSULTING,19425.00
CARAHSOFT TECHNOLOGY,17401.13
ASOKAN BUSINESS INTERIORS,17091.25
REGINA DOWNTOWN HOTEL,16670.66
J KENT STEWART CONSULTING,15750.00
OPENTEXT,15413.18
AG WEST BIO,15000.00
CANADIAN INSTITUTE OF EXPONENTIAL GROWTH,14175.00
ALPHINAT,13650.00
HAWORTH,12270.44
SOLUTIONS WORKPLACE FURNISHINGS,11842.14
SHIRLEY LESLIE TOOGOOD DONNA HARRIS,11340.00
PASCALE GREGOIRE,11300.00
FOX TRANSLATIONS,11300.00
CARVEIRA GROUP CONSULTING,11025.00
GLOBAL KNOWLEDGE,10815.00
KISIK,10040.63
PATH COWORK SPACE,8820.00
MELTWATER NEWS CANADA,8475.00
REFINITIV CANADA HOLDINGS,8190.00
ENVIRONICS ANALYTICS GROUP,8137.50
ORACLE CANADA,6775.87
CNW GROUP,6497.50
MCCRUMS DIRECT SALES,6351.84
EQUIFAX CANADA,6304.36
PUBLIC POLICY FORUM,6215.00
4TE,5650.00
1955886 ALBERTA,5617.50
AYRSONICS,5075.60
