vendor_normalized,sum_effective_value
CORADIX TECHNOLOGY CONSULTING,1034366.97
GILMORE REPRODUCTIONS,956830.00
PROTAK CONSULTING GROUP,845808.90
ALITHYA,807046.00
ALITHYA GROUP,769966.11
IAN MARTIN,714400.67
EXCEL HUMAN RESOURCES,587879.29
QUANTUM MANAGEMENT SERVICES,504252.47
ITEX,465735.24
BELL CANADA,447235.00
PPI MANAGEMENT,437433.36
DELOITTE AND TOUCHE,405200.21
ACUMEN SOLUTIONS,403884.60
SOFTCHOICE,402325.16
IROSOFT,355947.91
RICOH,345759.92
RAINMAKER CONSULTING SERVICES,323088.19
FREEBALANCE,297534.94
FAIRMONT LE CHACTEAU FRONTENAC,286143.77
FAIRMONT LE CHATEAU FRONTENAC,277415.00
NISHA TECHONOLOGIES,273766.71
ROSEMORR HOLDINGS,254791.80
ACOLE DE LANGUES LA CITAC,241619.90
ROGERS,240881.53
CENTRE DE FORMATION PROFESSIONNELLE ET LINGUISTIQUE CARON,240589.43
MARTYNE RIOUX,240158.90
ECOLE DE LANGUES LA CITE,238204.00
LAZHAR FARZA,230435.25
SAMSON ASSOCIATES,227949.25
TRANS SCRIPT ENR,223085.50
LIONBRIDGE,213122.33
ROBERT HALF CANADA,211253.53
MARIE ST JEAN,209715.12
TPG TECHNOLOGY CONSULTANTS,201194.00
CANADA POST,181453.50
UNIVERSITAC SAINTE ANNE,180742.65
ERNST YOUNG,178680.00
ESTELLE CARDIN TREMBLAY,178367.07
CLA PERSONNEL,169907.78
GRAND AND TOY,168960.50
PWGSC DESKTOP PUBLISHING,167595.67
LISA JOLY,161934.00
CENTRE DE FORMATION CARON,154992.75
LES PRODUCTIONS JEAN MARC LEVASSEUR,154650.34
ANDRACE BRUNET,152775.30
DAVID RUSHTON,146871.00
BROOKE DELISLE,135600.00
HARRINGTON STAFFING,133693.70
PIERRE R GAUDET CONSULTING,132705.00
CIA CONSEILLERS EN INFORMATIQUE DAFFAIRES,131922.81
LOUISE GAGNAC,130768.00
DELTA PRINTING,125000.00
SOCIACTAC GAMMA,123069.00
MANOIR VICTORIA,122137.18
CHATEAU FRONTENAC,120000.00
CIA CONSEILLERS EN INFORMATION DAFFAIRES,119860.95
FRANCINE DESJARLAIS,119554.00
PAMELA RYDER LAHEY,115800.00
OPENTEXT,114974.40
GRAND TOY,110950.00
INSA,110411.54
CHATEAU FONTRENAC,105419.96
ACOLE DE LANGUE GLYNN,104525.00
TRANS SCRIPT,101700.00
JOSACE PELLETIER,101700.00
COPEM CONSULTING,99624.50
OMNI DIVERSA,98875.00
LEXUM,98743.00
GROUPE ALITHIS,97738.85
HARRINGTON STAFFING SERVICES,96631.91
CENTRE DE FORMATION PROFESSIONNELLE ET LINGUISTIQUEN CARON,95824.00
SAINT SULPICE HATEL MONTRACAL,95598.00
DELO CONSULTANTS,91025.00
ECOLE DE LANGUE GLYNN,90908.50
TRADUCTION TESSIER,90598.00
MANOIR ST SAUVEUR,85420.66
GROUPE ALITHIS FORMERLY CIA CONSEILLERS EN INFORMATIQUE DAFFAIRES,83444.85
MAGDALENA GALICKA ZABLOTNI,81501.25
FURLOW FINANCIAL,81360.00
ROSE CAM YAN,80766.75
JANIQUE SIMARD OUELLETTE,80548.65
SUZANNE OUELLET,79358.80
RICHARD J NEVILLE FCPA FCA,78762.60
LONGO ASSOCIATES,76836.55
SRA STAFFING SOLUTIONS,75936.00
CANLINE MEDIA,75258.00
