vendor_normalized,sum_effective_value
CORPORATE RENAISSANCE GROUP,74766.45
CARL BAAR,72998.00
SELECTRUM COMMUNICATIONS,72900.82
CIA,70491.52
CHATEAU MONT SAINTE ANNE,67800.00
IAN GREEN,67675.50
INN AT THE FORKS,67348.00
PETER J SOLOMON,67000.00
OPEN STORAGE SOLUTIONS,66886.96
GERRY MONTPETIT CONSULTING,66750.00
LEO PISCES SERVICES GROUP,66105.00
MONIQUE RICHARD,65048.50
SHARP ELECTRONICS,64956.20
FLORENCE SAINT CLAIRE,64782.90
SOCIETE GAMMA,64410.00
COPEM,63922.00
GROUPE ALITHYA,62844.95
DENSAN CONSULTANTS,61528.50
LEXMARK CANADA,61481.05
BRADDA PRINTING SERVICES,61350.00
GLENDON EXTENDED LEARNING GLENDON CAMPUS YORK UNIVERSITY,60483.25
PAMELA LAHEY RYDER,60000.00
MARCEL DEGAGNAC,59059.45
FRANAOIS DECOSTE,58223.25
RIOUX MARTYNE,58195.00
HATEL LA FARME,57989.34
TRADUCTIONS TESSIER,57750.00
POSTMEDIA DIGITAL,57607.46
ROYAL REPORTING SERVICES,57372.50
UNIVERSITE REGINA LA CITE UNIVERSITAIRE FRANCOPHONE,56952.00
ECOLE DE LANGUES LA CITAC,56518.08
FRANK ARECCHI ASSOCIATES,56077.50
ACTION PERSONNEL OF OTTAWA HULL,54899.87
SOFTSIM TECHNOLOGIES,54104.40
ROGER GRANT,53618.50
MICROSOFT CANADA,53417.01
ADVANCED BUSINESS INTERIORS,52703.60
LOUISE GAGNE,52488.50
SONYA NOTTURNO,51177.70
PERRAM,49974.25
NATIONAL JUDICIAL INSTITUTE,49946.00
9031383 CANADA LAURA MCALLISTER WOOD,48816.00
FLEXTECH SERVICES,48590.00
CARBURE,47507.46
VANGUARD,47460.00
SSC IT PRO,47047.10
CHACTEAU FRONTENAC,46666.00
CHANTAL THERIAULT,46561.65
SAVOIE SECURITY ASSOCIATES INCORPORATE,46330.00
LEXUM INFORMATIQUE JURIDIQUE,46330.00
MTS ALLSTREAM,45845.00
HILTON QUEBEC,45000.00
LA CITE UNIVERSITAIRE FRANCOPHONE,43844.00
DICTUM CONSULTING,43547.94
ROGER BACDARD,43392.00
THE 500 STAFFING,42096.31
KELLY SEARS CONSULTING,42036.00
BIBIANE ROY,41382.00
ESTRIMONT SUITES SPA,41358.00
DELL COMPUTER,41053.39
RIMA MAJAESS,40002.00
ALENA BOUDARINA,40000.00
DESJARLAIS FRANCINE,39730.80
MARRIOTT EATON CENTRE,39550.00
LA CITAC UNIVERSITAIRE FRANCOPHONE,39550.00
PITNEY BOWES,39456.44
COLLEGE DE LILE,38985.00
LATOUR CINACMA VIDACO,38977.23
MARK BERLIN,38125.00
CARON PROFESSIONAL AND LINGUISTIC TRAINING CENTRE CENTRE DE FORMATION PROFESSIONNELLE ET LINGUISTIQUE CARON,38035.80
VERSACOM,37290.00
MARTIN L FRIEDLAND,37290.00
FARZA LAZHAR,37290.00
9031383 CANADA,36612.00
OBRIEN ASSOCIATES MANAGEMENT CONSULTANTS,36312.00
GERRY MONTPETIT,36300.00
GROUPE GERMAIN,36000.00
FASKEN MARTINEAU DUMOULIN,35900.00
LABOUR TEK PERSONNEL SEVICES,35267.63
UNIVERSITE SAINTE ANNE,34804.00
ANDRACE BACLANGER ROY,34252.50
MURRAY NICHOLAS ASSOCIATES,32760.00
ANDRACE SAUVAC,32705.00
CLAIRE FORTIN,32614.63
FRANK ARECCHI ASSSOCIATES,32487.50
THE PRINCE GEORGE HOTEL,32385.80
INSIDE THE BOX,31640.00
TERRA REPRODUCTIONS,31572.20
GLENDON CAMPUS OF YORK UNIVERSITY,31510.05
DR ANVER EMON,29196.00
OLIVIER DE COLOMBEL,28532.50
KELLY SEARS CONSULTING GROUP,27572.00
GOWLING LAFLEUR HENDERSON,27168.00
PHILIPPE CLOUTIER,27120.00
ACOLE DE LANGUE LA CITAC,26413.75
PETRO POGREBENNYK,25000.00
QMR,25000.00
INTERGRATED LEARNING INTERNATIONAL,24999.56
RHEA,24973.00
TRADUCTIONS JOSACE PELLETIER,24973.00
THE STRATEGIC COUNSEL,24973.00
TRANSCRIPT,24973.00
CHANTAL THACRIAULT,24973.00
GOWLING LAFLUER HENDERSON,24908.00
CYGNOS INFORMATION SECURITY,24860.00
ALPHONSE MORISSETTE,24860.00
ACOLE DE LANGUES DE LA CITAC,24860.00
NIKITA MEDVEDEV,24860.00
BOISJOLY BEDARD ET ASSOCIES,24860.00
ALEXANDER EDWARDS,24860.00
UNIVERSITAC STE ANNE,24860.00
STRATEGIC COUNCIL,24826.10
EDUCALOI,24820.00
DON ROSE,24805.76
