vendor_normalized,sum_effective_value
DELOITTE AND TOUCHE,3763792.45
COUGHLIN ASSOCIATES IN TRUST FOR CCA,3428214.79
NATIONAL GALLERY OF CANADA,1054500.00
THE CANADIAN COALITION OF INDEPENDENT MEDIA ARTS DISTRIBUTORS CCIMAD,830000.00
LEVERAGETEK IT SOLUTIONS,593759.00
IDS SYSTEMS,592481.70
BELL CANADA,578891.02
DOUGLAS CARDINAL ARCHITECT,500000.00
ATMOSPHERE COMMUNICATIONS,455032.72
POETRY IN VOICE,450000.00
EDWARD J CUHACI ASSOCIATES ARCHITECTS,411511.84
RECEIVER GENERAL FOR CANADA PCH,371871.23
CHRISTOPHER IRA MCKAY ART RESTORATION,354312.55
NEWFOUND RECRUITING,354144.51
GEORGE HEINL,350000.00
ROBERT HALF TECHNOLOGY,334636.25
THE J W MCCONNELL FAMILY FOUNDATION,315000.00
WOLF BROWN,293000.00
BV02,270973.76
KPMG,256845.50
HILL STRATEGIES RESEARCH,230800.00
FRANCINE LALONDE DENTREMONT,230609.62
DHPR COMMUNICATIONS,227864.54
SELFCONSCIOUS THEATRE,220000.00
DAPASOFT,209925.00
REALDECOY,195100.00
MEDIAMISER,190298.21
JAM3,176520.00
PROACTIVE INFORMATION SERVICES,175921.05
MERCER,175561.00
RD MCALPINE ASSOCIATES,173460.00
BBG MANAGEMENT,172480.00
AON HEWITT,171991.02
NATIONAL ARTS CENTRE,158666.67
JACQUELINE OBOMSAWIN,154430.43
INFOREX,151565.35
NORDICITY GROUP,151386.19
ART GALLERY OF VICTORIA,150000.00
THE ROYAL ARCHITECTURAL INSTITUTE OF CANADA FOUNDATION,150000.00
BESC OTTAWA,135932.66
SALZBURG GLOBAL SEMINAR,127200.00
CANADIAN MUSIC CENTRE,123185.84
INFOMART A DIVISION OF POSTMEDIA NETWORK,123022.00
OTTAWA CONVENTION CENTRE,122761.35
ODGERS BERNDTSON OTTAWA,120288.41
NOVA NETWORKS,119832.47
PRICEWATERHOUSE COOPERS,116578.00
SUSAN DITTA,115537.71
