vendor_normalized,sum_effective_value
VERITAAQ TECHNOLOGY HOUSE,9093014.34
ACCENTURE,5005468.48
MICROSOFT CANADA,2725890.00
COFOMO,2342750.17
CGI,2238168.87
NISHA TECHONOLOGIES,1757180.82
TERAMACH TECHNOLOGIES,1671560.89
IBISKA TELECOM,1634639.38
ALTIS HUMAN RESOURCES,1583390.72
MOODYS ANALYTICS,1543943.72
ITEX,1523028.64
TELUS CANADA,1296243.52
EXCEL HUMAN RESOURCES,1283972.44
ASOKAN SOLUTIONS DE BUREAU,1223272.44
TRM TECHNOLOGIES,1197542.28
BDO CANADA,1011339.51
IBM CANADA,949783.21
SP GLOBAL MARKET INTELLIGENCE,930299.50
INTEGRA NETWORKS,880841.02
ASL CONSULTING,829240.70
SOCIETE GAMMA,810775.00
SYSTEMATIX SOLUTIONS,789953.60
UBIQUS OTTAWA,773273.41
ABI ADVANCED BUSINESS INTERIORS,729805.00
GARTNER,658033.65
I4C INFORMATION TECHNOLGY,578611.48
CANADIAN CORPS OF COMMISSIONAIRES,578034.55
INTERNATIONAL ASSOCIATION OF INSURANCE SUPERVISORS,570061.47
ODGERS BERNDTSON CANADA,562479.91
STONEWORKS TECHNOLOGIES,561703.23
SHARED SERVICES CANADA SSC,530783.60
DELOITTE AND TOUCHE,514423.80
VMWARE,505163.79
BLOOMBERG FINANCE,504149.18
FLEMING COMMUNICATIONS,485121.27
INROUND INNOVATIONS,459996.05
RAYMOND CHABOT GRANT THORNTON,459226.35
DELL COMPUTER,447994.45
HAY GROUP,435986.79
WINKLEVOSS TECHNOLOGY,401197.90
VANTAGE VENUES,363456.62
BURKE CADER MEDIA STRATEGIES,339347.45
PRICEWATERHOUSE COOPERS,337425.79
SHARP ELECTRONICS,333226.44
CONEXSYS,330228.98
SAS INSTITUTE,324409.74
AMEX BANK OF CANADA,298875.01
GILLILAND GOLD YOUNG,290928.67
A HUNDRED ANSWERS,271200.00
LEE HECHT HARRISON,270236.30
SOFTCHOICE,262616.95
ADVANCED BUSINESS INTERIORS,256843.98
TRANSPOLAR TECHNOLOGY,252426.44
SI SYSTEMS,249359.03
MARBERG,238256.34
BELL CANADA,229919.87
TURTLE ISLAND STAFFING,228881.86
VIZOR,206500.00
DATAVAIL CANADA,205306.91
ENVIRONICS RESEARCH GROUP,198157.87
PRECISION IT,196342.02
MICHAEL WAGER CONSULTING,190455.75
LANNICK CONTRACT SOLUTIONS,190382.40
DEMENAGEMENT SLBL MOVING,188401.71
ROBERT O SANDERSON,186720.00
SHEPELL FGI,184127.81
TZUNAMI,176674.72
BANK FOR INTERNATIONAL SETTLEMENTS,176636.69
INTERNATIONAL ASSOCIATION OF,174112.28
LEE HECHT HARRISON KNIGHTSBRIDGE,169996.90
DONNA CONA,169875.43
KORN FERRY HAY GROUP,169500.00
BRC BUSINESS ENTREPRISES,168401.87
HR ASSOCIATES,167679.62
KIFINTI SOLUTIONS,165940.50
LEO PISCES SERVICES GROUP,165705.72
MCLUHAN AND DAVIES,165468.16
HAWORTH,165463.53
RECORDPOINT SOFTWARE,165276.94
ALLIANCE FRANCAISE DE TORONTO,164295.00
JUNO RISK SOLUTIONS,160451.02
ECOLE DE LANGUES ABCE,159250.00
SHERATON CENTER TORONTO,157072.07
CALIAN,151851.27
PPI CONSULTING,151695.72
HEAT SOFTWARE USA,139439.71
THE VCAN GROUP,135355.17
NAVANTIS,129667.52
ADVANCED CHIPPEWA TECHNOLOGIES,127738.21
ERGO INDUSTRIAL SEATING SYSTEMS,121345.14
TELECOM COMPUTER SERVICES,120926.99
INJURY PREVENTION PLUS,120277.20
DAURAY ENTERPRISES ICR,103750.95
HARRY NIGALIS,103627.00
CORETRACKS,100796.00
DAVID BALDONI CONSULTING,99580.00
ROBERT PERRY SMITH,99580.00
JOHN KEE CHAI NEO,99580.00
PROSCI CANADA,98456.70
BAY WATERS INVESTMENTS,96934.07
FACTIVA,95930.22
FAST FORWARD FRENCH,95636.50
IRON MOUNTAIN CANADA OPERATIONS,94883.52
THE CANADIAN CORPS,93011.60
POLYCOM CANADA,92476.30
ARCHIBALD C KIRKWOOD,92026.04
STRATEGIC RELATIONSHIPS SOLUTIONS I,90849.74
THE CORPORATE EXECUTIVE BOARD,90624.89
EMOND HARNDEN,87914.00
BLACKBERRY,87665.62
KPMG,87572.79
PHOENIX STRATEGIC PERSPECTIVES,86572.69
RIDEAU RECOGNITION SOLUTIONS,84750.00
PSAV,83516.13
THOMSON REUTERS CANADA,81745.94
DAVID ANTHONY PEACH,80924.66
ROBERT L BROWN,80286.50
IFRS FOUNDATION,78322.65
KRISTA LEROUX,77793.72
STANDREWS CLUB CONFERENCE,77649.08
RSM CANADA CONSULTING,76463.33
RACHEL BURDICK,74391.67
HYPERTEC,73100.83
INFO TECH RESEARCH GROUP,72059.00
PIERRE PLAMONDON,71613.75
ALTUS GROUP DATA SOLUTIONS,70735.74
SAGE RESEARCH,70246.45
LANSDOWNE TECHNOLOGIES,70173.00
RGB SYSTEMS DBA EXTRON ELECTRON,69202.00
DAVID SARGEANT CONSULTING,67261.36
FAIRMONT CHATEAU LAURIER,66623.51
2650489 ONTARIO,66405.67
PLAN GROUP,64862.00
ACNIELSEN COMPANY OF CANADA,62545.50
INTERCONTINENTAL TORONTO YORKVILLE,62509.35
UP UNTIL NOW,62240.40
INGRID BERGMANN AND ASSOCIATES,62177.50
BUREAU VAN DIJK,61161.00
LAURIER COMPUTERS,60300.98
THE LANGUAGE STUDIO,58125.00
THE CONFERENCE BOARD OF CANADA,58099.25
JAMIE CAMERON,57070.50
THE MATHWORKS,56814.38
CSDC SYSTEMS,56664.09
MARK CAMPBELL,55370.00
EAGLES FLIGHT,54435.84
EDGAR,53000.00
PANASONIC,52006.32
OMNI KING EDWARD HOTEL,50729.44
IRUIZ CONSULTING,50000.00
EVENTS AT ONE KING WEST,49937.14
GALBRAITH COMMUNICATIONS,49720.00
CAPR ADVISORY,49720.00
FAST TRACK STAFFING,49663.50
PRECISION IT IDS,49419.42
NORTHERN MICRO,48429.47
WAVELENGTH,48364.00
ERNST YOUNG,47600.00
YORK UNIVERSITY SCHULICH,47460.00
IRON MOUNTAIN CANADA,46330.00
AV CANADA,46267.29
RAJESH MALIK,45500.00
CORPORATE EXPRESS,45456.60
THE FAIRMONT ROYAL YORK HOTEL,45206.12
FITCH 7CITY LEARNING,44919.56
BISCARDI CONSULTING,44886.93
6174647 CANADA,43708.40
KINGSWAYSOFT,42528.66
MICHEL HYLANDS,40718.51
BETH ZILINSKI,39854.80
GRAND AND TOY,39465.76
SYMANTEC,39423.44
THE AIM GROUP,39383.67
SLOFAC,39188.75
KWMC TORONTO,38394.23
ON THE MARK,38306.33
BEYOND 20 20,38276.00
INTERCONTINENTAL TORONTO CENTRE,37574.21
EXIT CERTIFIED,37290.00
LABOR TEK PERSONNEL SERVICES,37113.72
8196311 CANADA,36666.00
ELLICOM,36160.00
ECKLER,35877.50
XPERTDOC TECHNOLOGIES,33615.83
DELARAM KAVOOSI SHARIF ABAD,33287.67
ROBERT DOUGLAS CONSULTING,33287.67
JAMES M CAMERON,33212.33
LUMINA IT,33060.90
CARAHSOFT TECHNOLOGY,32320.36
GENESIS INTEGRATION,32313.02
D DOYLE INSTALLATIONS,31809.50
SAM GUTTERMAN CONSULTING ACTUARY,31640.00
CONFERENCE BOARD OF CANADA,31631.53
ALLIANCE FRANCAISE OF THE NATIONAL,31130.00
4CAST,30894.88
MCGILL UNIVERSITY,30540.75
STEPHEN ANDREW WOOD,30456.61
KAREN LORRAINE TAIT,30333.33
PETER MCGINNIS,29896.10
LONGO AND ASSOCIATES,29775.50
