vendor_normalized,sum_effective_value
LUMINA IT,5862965.57
CISTEL TECHNOLOGY,5400649.80
TELUS CANADA,5146889.81
NUMERIS,2507733.10
LIONBRIDGE,777460.96
STONEWORKS TECHNOLOGIES,753318.56
BEVERTEC CST,722233.09
INTERNATIONAL REPORTING,668115.89
EXCEL HUMAN RESOURCES,597374.84
PROTAK CONSULTING GROUP,530125.35
AFFINITY VIDEO PRODUCTIONS,515754.60
NORTHERN MICRO,479782.10
TUNDRA TECHNOLOGIES SOLUTIONS,470274.38
CBCI TELECOM CANADA,405116.40
IFATHOM,351823.50
SOFTCHOICE,339470.30
NLOGIC,318376.44
THE INDIGENOUS LEADERSHIP DEVELOPMENT INSTITUTE,288658.75
MICROSOFT CANADA,281591.32
FLEX TECH SERVICES,213598.25
OVUM,207179.78
RICOH,184485.85
IPSOS PARTNERSHIP,183003.50
CONEXSYS,181627.02
ACCESS 2 NETWORKS,178616.34
SAMKNOWS,158666.67
EKOS RESEARCH ASSOCIATES,144995.95
DELL COMPUTER,121988.48
COSSETTE COMMUNICATIONS,116239.50
ADVANCED BUSINESS INTERIORS,106868.74
KANTAR CANADA,105021.83
FAST FORWARD FRENCH,101476.67
GARTNER,99199.14
TUCOWS,97321.25
CULLEN INTERNATIONAL,92521.55
NISHA TECHONOLOGIES,84342.76
ADVANCED CHIPPEWA TECHNOLOGIES,76231.87
CBCI TELECOM,75603.59
HILL TIMES PUBLISHING,75280.60
HEWLETT PACKARD,73449.16
PHOENIX SPI,73445.92
OPTIV CANADA,72839.23
STIFF SENTENCES,72331.40
TNS CANADA,69953.16
DOMAIN TOOLS,61542.40
SAGE RESEARCH,59503.54
NITAM SOLUTION,58416.52
CLIC,57596.70
ABUSIX,57500.00
TERAMACH TECHNOLOGIES,56905.04
PHOENIX STRATEGIES PERSPECTIVES,54915.03
TOYOTA CANADA,51330.79
EATON INDUSTRIES CANADA COMPANY,50776.41
PLEIAD CANADA,50301.56
NCFTA,49939.58
AERIC,49825.00
VMWARE,49171.14
DEMENAGEMENT OUTAOUAIS,48421.72
KOBB MEDIA,47651.16
CARTTCA,45196.38
FORUM RESEARCH,44705.50
LANNICK CONTRACT SOLUTIONS,42865.56
INSITU SERVICES LINGUISTIQUES,42017.50
TOSHIBA CLIENT SOLUTIONS CANADA,41494.79
ONX ENTERPRISE SOLUTIONS,40426.76
GLOBAL KNOWLEDGE,40267.68
EXIT CERTIFIED,40002.00
COMMUNICATIONS DELPHIS,39550.00
MINDWIRE SYSTEMS,38808.00
FREEBALANCE,38613.75
ALRTNETIV MEDIA GROUP,38459.45
THOMSON REUTERS,38189.50
OPTIV CANADA FEDERAL,37776.59
176461 CANADA DBA MARSHALL DAIGNEAULT ASSOC,37383.98
LEADERSHIP DYNAMIKS,37282.00
NITAM,35951.00
SAM KNOWS,35750.00
INSTITUTE ON GOVERNANCE,35000.00
ACAN OVUM,35000.00
A2N ACCESS 2 NETWORKS,34802.85
CARTT,34801.29
KNOWLEDGE CIRCLE,34236.00
ZEROPOINT,32489.76
BURKE CADER MEDIA STRATEGIES,28159.50
CISION,28029.70
3141152 CANADA VAPOREL PLUS,26245.52
IBM CANADA,26063.45
BERLITZ,25725.00
LEXISNEXIS CANADA,25545.15
SIMNER DBA ROBERT NERON,25312.00
ACART COMMUNICATIONS,25000.00
CUSTOMER SERVICE PROFESSIONALS NETWORK CSPN,24999.99
TARIFICA,24999.00
CIRQUE DU SOLEIL,24999.00
TUNGSTEN VISUEL,24984.07
CUTTING EDJJ,24950.00
DRUIDE INFORMATIQUE,24886.34
NORDICITY,24860.00
MARSWORKS,24860.00
CACHE COMPUTER CONSULTING,24756.37
INUIT TAPIRIIT KANATAMI,24521.00
SEBASTIEN LAVALLEE PHOTOGRAPHE,24408.00
BLACKBERRY,24372.13
COMSCORE,24295.00
FULL DUPLEX,24295.00
SP GLOBAL,24194.60
PENS 4 HIRE,24012.50
SHUMAC,23822.82
SAMUEL PRASHKER,23730.00
TERACOM TRAINING INSTITUTE,23512.39
6923062 CANADA,22939.00
PRICEWATERHOUSE COOPERS,22696.43
JUMPING ELEPHANTS,22466.75
SAMSON ASSOCIATES,21845.25
TURTLE ISLAND STAFFING,21725.55
SIGNUM,21319.25
ZYCOM,21088.71
ECOLE DE LANGUES CREUSOT,21000.00
ROGERS,20631.51
RFP SOLUTIONS,20340.00
NORDICITY GROUP,20340.00
THE KTL GROUP,20340.00
MARTHA J KING,20340.00
ADVISO CONSEIL,19976.91
TELAX VOICE SOLUTIONS,19950.00
OPROMA,19902.00
OPENTEXT,19258.01
DEBORAH KLOTZ,19068.75
APPLIED SECURITY RESEARCH ASSOCIATES ASRA,18984.00
PROTECH PROFESSIONAL TECHNICAL SERVICES CANADA,18900.00
FRISCHKORN AUDIO VISUAL,18639.76
ALTIS HUMAN RESOURCES,18625.95
