vendor_normalized,sum_effective_value
COSSETTE COMMUNICATIONS,69016879.24
KBSP CANADA,6554000.00
ACART COMMUNICATIONS,4915500.00
SAS INSTITUTE,4846689.99
SOCIETE GAMMA,4083332.20
OGILVY MONTREAL,3969000.00
CISTEL TECHNOLOGY,3961225.06
MICROSOFT CANADA,3925172.83
NATIONS TRANSLATION,3314524.10
LOWE MARTIN COMPANY,3248901.91
THE MASHA KRUPP TRANSLATION GROUP,2849476.01
JP MORGAN SECURITIES CANADA,2500000.00
KONICA MINOLTA BUSINESS SOLUTIONS,2267317.00
NORTHERN MICRO,2261981.69
INSIGHT SOFTWARE CANADA,2062624.14
PRINTERS PLUS,1954876.27
BELL CANADA,1894782.16
HYPERTEC,1530964.89
MCKINSEY COMPANY CANADA,1486000.00
THOMSON REUTERS,1457050.27
COMPUPHILE SYSTEMS,1436231.57
ADVANCED CHIPPEWA TECHNOLOGIES,1416168.56
EXCEL HUMAN RESOURCES,1367545.60
NRG RESEARCH GROUP,1330925.13
NISHA TECHONOLOGIES,1114965.53
SOCIACTAC GAMMA,1080320.50
CDW CANADA,929954.05
BLOOMBERG FINANCE,893508.05
ANDREW KALOTAY ASSOCIATES,852450.13
GRAYBRIDGE INTERNATIONAL CONSULTING,813651.89
ROBERT HALF CDA,800650.21
IPSOS REID,786517.05
BPM GOVERNMENT IM IT CONSULTING,785847.20
MEDIA Q,783860.00
ENVIRONICS RESEARCH GROUP,755262.59
GLOBAL UPHOLSTERY,753298.65
SI SYSTEMS,723852.41
CONFERENCE BOARD OF CANADA,709029.00
BESC OTTAWA,689300.00
MAPLESOFT CONSULTING,674651.42
ACOLE DE LANGUES DE LESTRIE,670423.19
ARTEMP PERSONNEL SERVICES,667336.39
ST JOSEPH COMMUNICATIONS,657382.83
THE CANADIAN PRESS,639668.58
BOYDEN OTTAWA,626867.50
EBSCO CANADA,599574.32
ACOLE DES LANGUES DE LESTRIE,551274.38
KNOWLEDGE CIRCLE,550750.59
KPMG,546727.50
HAVER ANALYTICS,501007.47
HARRIS DECIMA,497532.03
4 OFFICE AUTOMATION,459609.07
ROGERS,459215.66
TELFER SCHOOL OF MANAGEMENT,453695.00
MICHAEL WAGER CONSULTING,447479.93
THE HALIFAX GROUP,444862.01
XEROX,426773.06
REUTERS CANADA,418539.78
TELFER EXECUTIVE PROGRAMS,418347.19
TELUS CANADA,417658.69
ACTION PERSONNEL,401287.38
MISHKUMI TECHNOLOGIES,394058.38
QUORUS CONSULTING GROUP,393387.18
THE TRICO GROUP,383283.15
LUMINA IT,375273.00
SYSTEMSCOPE,371431.00
INTEGRA NETWORKS,353427.24
ADRM TECHNOLOGY CONSULTING,346128.04
MAXSYS STAFFING CONSULTING,333794.68
CAPRA INTERNATIONAL,325170.66
L3 COMMUNICATIONS,306236.10
ADVANCED BUSINESS INTERIORS,300156.74
RED SASH,275688.43
DLS TECHNOLOGY,275370.75
CISION CANADA,273398.24
RAYMOND CHABOT GRANT THORNTON,271770.51
PRECISION ERP,270352.50
APS ANTIAN PROFESSIONAL SERVICES,270269.40
ITNET,266115.00
DIANE BROUSSEAU ASSOCIATES,255208.24
LEO PISCES SERVICES GROUP,254871.50
MACROECONOMIC ADVISERS,253416.80
BRITTONS,251862.12
SOLOTECH,248975.45
SYNERSOLUTIONS,246358.08
KRUG,245816.20
HEWLETT PACKARD,245808.98
BDO CANADA,241537.50
TERAMACH TECHNOLOGIES,239020.58
FORETHOUGHT RISK,237300.00
TANKATEK 6854265 CANADA,234305.50
MDG COMPUTERS CANADA,232782.15
AUTONOMY,221276.45
THOMSON REUTERS CANADA,219505.80
ERNST YOUNG,218624.80
MACLAREN MCCANN CANADA,217789.42
DALIAN ENTERPRISES,216351.25
TRM TECHNOLOGIES,216282.00
ST JOSEPH PRINT GROUP,211473.67
DELOITTE AND TOUCHE,205910.02
CANADA COUNCIL FOR THE ARTS,205670.70
VMWARE,199050.80
ALTIS HUMAN RESOURCES,198554.70
VERITAAQ TECHNOLOGY HOUSE,190543.40
AJILON,183674.45
ORANGUTECH,180390.94
HDP GROUP,179672.91
CSDC SYSTEMS,172836.95
INSA,172393.09
IQVIA SOLUTIONS CANADA,171308.00
NEWBOOK PRODUCTIONS,170614.15
CYGNOS,170043.53
SIRSIDYNIX,167359.98
STROMA SERVICE CONSULTING,165721.63
IAN MARTIN,164750.07
GMARKETS,163275.00
QUANTUM MANAGEMENT SERVICES,161103.74
SAMSON ASSOCIAS,160083.76
PHOENIX STRATEGIC PERSPECTIVES,156585.66
NANOS RESEARCH,149762.40
DELL COMPUTER,145500.38
LISA CORMIER ASSOCIATES,145140.59
QMR,142294.00
KAUFMANN FINANCIAL CONSULTING,141476.00
PAYSTATION,135818.09
NATIONAL PUBLIC RELATIONS,133866.75
RL POLK CANADA,129385.60
COMPUPHILE SYSTEM,123886.31
NATTIQ,121901.60
STEPHEN RICHARDSON,121577.46
GRAND TOY,120521.28
THOMSON CANADA,120163.13
BARBARA PERSONNEL,118857.07
PROQUEST,117361.59
PRIVASOFT,115413.23
LANNICK CONTRACT SOLUTIONS,115038.01
ELSEVIER,114946.41
PERSONNEL OUTAOUAIS,114238.18
HK COMMUNICATIONS,113000.00
TALENTCOR,104028.59
CORPORATE RESEARCH ASSOCIATES,103776.38
CHARLES RIVER ASSOCIATES,102434.50
GEOLITHUM,101274.94
BRONSON CONSULTING GROUP,101022.00
IBFD,100925.56
PRICEWATERHOUSE COOPERS,100473.95
A NET SOLUTIONS,100043.37
PROCOM CONSULTANTS,100005.00
IBISKA TELECOM,99945.68
PITNEY BOWES,96449.40
BUSINESS EVENT SOLUTIONS,95031.56
CALIAN,94983.15
TRI PRINTING,91734.09
EQUINOX LANGUAGE CENTRE,89876.00
IHS GLOBAL,88698.61
THE GLOBE AND MAIL,88280.69
POLLARA,88248.03
1686741 ONTARIO,85654.82
URBAN WORKPLACE,85002.18
FINTECH GROWTH SYNDICATE,84750.00
QUINTET CONSULTING,82504.52
THE FINANCIAL TIMES,81603.23
MICROMEDIA PROQUEST,80586.33
AVEPOINT CANADA,79361.31
JACQUES ST AMAND,79269.50
GARTNER,78489.00
AFFINITY VIDEO PRODUCTIONS,78248.58
EAGLE PROFESSIONAL RESOURCES,76614.00
TITUS INTERNATIONAL,75823.00
LESLIE ANDERSON TRAINING CONSULTING,75681.75
AGENCY59,75496.18
1508294 ONTARIO,75000.00
KNOWLEDGE CIRCLE LEARNING SERVICES,74008.05
CUBIC HEALTH,73337.00
SYMANTEC,73254.92
TJ5 TECHNOLOGIES,72320.00
LARRY F CHAPMAN,70884.00
ACNEILSEN COMPANY OF CANADA,69777.50
RENOUF PUBLISHING COMPANY,68014.48
DENISE ELLIS,66160.00
ACOLE DE LANGUE LA CITA,66150.00
MARIE JOSACE MACTIVIER,66000.00
DYNAMIC PERSONNEL CONSULTANTS,64862.50
ACNIELSEN COMPANY OF CANADA,63884.55
DRIVING FORCE,63345.05
KEVIN DANCEY,63219.00
CES ALLIANCE,63150.00
BURKE CADER MEDIA STRATEGIES,62650.20
COMPUTER SCIENCES CANADA,62213.90
IT EXPRESS DIRECT,61528.50
ISE,60994.24
AC NIELSEN COMPANY OF CANADA,60923.95
INVESTOR ECONOMICS,59438.00
DON WRIGHT,58650.00
TAXANALYSTS,58619.58
WILLIAM G MORRISON CONSULTING,57600.00
FINANCIAL TIMES BUSINESS,57467.93
BCSG ENTERPRISES,57145.00
H K COMMUNICATIONS,56500.00
LOCKHART COMMUNICATIONS,56500.00
