vendor_normalized,sum_effective_value
DELL COMPUTER,619816.11
GENERAL ELECTRIC CANADA,238321.80
I4C INFORMATION TECHNOLOGY CONSULTING,219775.58
NORTHERN MICRO,205082.23
MICROSOFT CANADA,175488.74
FORD MOTOR COMPANY,172512.84
ALTIS HUMAN RESOURCES,171721.63
NISHA TECHONOLOGIES,158375.61
BARBARA MCISAAC LAW,149874.50
TOSHIBA TEC CANADA BUSINESS SOLUTIONS,138387.15
VERSACOM,130135.32
LOCUS SYSTEMS,126104.58
INTEGRA NETWORKS,110068.43
SAMSON ASSOCIATES,109053.79
BARBARA MCISAAC,84576.26
CREMER PIERRE,80482.50
APPLIED ELECTONICS,79608.30
BROWN CAROLYN,77033.25
DONNA CONA,74595.78
SUBARU CANADA,74180.17
SHARP ELECTRONICS,69968.65
ROYCHARBONNEAUAVOCATS,62086.50
COFOMO,60160.67
MAHONEY ANNE LOUISE,59070.00
LIONBRIDGE,58780.97
QUANTUM MANAGEMENT SERVICES,58611.63
PARE BENOIT,57487.50
GUDMUNDSETH MICKELSON,51657.23
HYPERTEC,51196.78
SENSUS COMMUNICATION SOLUTIONS,50617.75
ARIANE GAGNON ROCQUE AVOCAT,50359.05
DYNABOOK,50027.24
CONWAY BAXTER WILSON,50000.00
NEWFOUND RECRUITING,49358.77
ANTHONY MACAULEY ASSOCIATES,47669.89
DYNAMIX OTTAWA,45938.40
TURTLE ISLAND STAFFING,45586.50
NOVA NETWORKS,45555.34
COX AND PALMER,42822.82
BELL CANADA,42625.84
CNW GROUP,39550.00
PRINTER PLUS,37204.55
SPIRIT PERSONNEL,36688.28
TOYOTA CANADA,34251.48
SKYTRAC SYSTEMS,32068.36
QUINTET,31640.00
GX ANNUAL LICENSE,31175.75
ZERNAM ENTREPRISE,30459.15
ISAACSCO,29987.38
ARIANE GAGNON ROCQUE ROYCHARBONNEAUAVOCATS,29745.47
L3 COMMUNICATIONS,29532.71
POLYCOM,29329.54
CHINOOK HELICOPTERS 1982,28785.75
CAROLYN BROWN,28743.75
PIERRE CREMER,28743.75
SIMNER,28743.75
BENOIT PARE,28743.75
COMPAGNIE AMPLEXOR CANADA,28743.75
FCA CANADA,28106.00
SHARMA ASSOCIATES,26114.38
SAS INSTITUTE,25783.14
DARLENE,24999.98
QMR,24834.60
ADVANCED SYMBOLICS 2015,22995.00
CISION,22765.05
ADVANCED PRESENTATION PRODUCTS,22146.31
MITSUBISHI MOTORS,21933.78
CHARRON HUMAN RESOURCES,21505.65
CLEMEX TECHNOLOGIES,21012.35
FASKEN MARTINEAU DUMOULIN,20947.50
MAXSYS STAFFING AND CONSULTING,20833.25
LEARNING TREE INTERNATIONAL,20695.50
CANADIAN HELICOPTERS EDMONTON,20690.25
BRUELKJAER,20368.97
SOFTCHOICE,20120.63
METRO AVIATION,19350.00
COMPUPHILE SYSTEMS,19303.74
TOSHIBA,17649.24
EDMONTON FLYING CLUB,17336.82
HENRI TREMBLAY SERVICES DE RESOLUTION DE CONFLITS,17176.70
ROBERTSON COMPANY,16306.33
AED4LIFE BERRN CONSULTING,15485.41
NIMBLE,14627.85
SEQUOI HELICOPTERS,14196.00
DA GLOBAL,13560.00
DALE HARLEY,13439.40
GRAND TOY,12950.52
STAPLES PROMOTIONAL PRODUCTS CANADA,12704.74
PALIARE ROLAND ROSENBERG ROTHSTEIN,12497.81
LANTEC MARINE,12075.00
VIDEOLINK,11863.94
QUADBRIDGE,11803.32
CHINOOK HELICOPTERS,11564.44
1101417 ONTARIO O A CAREER JOY,11413.00
RIGGING CANADA,10936.14
MSC SOFTWARE,10789.71
SAINT HUBERT FLYING SCHOOL,10692.68
D2K,10181.04
CSDC SYSTEMS,10069.51
ACRODEX,10066.64
MELTWATER NEWS CANADA,8335.69
FLIGHT SAFETY CANADA,7476.07
MCGAVIN LAURA,7136.56
WASAYA AIRWAYS,6583.51
IRESCUE TRAININGCOM,5713.28
AUSPICE SAFETY,3880.41
EXCEL HUMAN RESOURCES,2516.06
KNOWLEDGE CIRCLE,1917.00
