vendor_normalized,sum_effective_value
HUMAN POTENTIAL CONSULTANTS HPCI,62742.56
INFO TECH RESEARCH GROUP,62291.00
ADVANCED BUSINESS INTERIORS,60994.58
LEE HECHT HARRISON KNIGHTSBRIDGE,59777.00
F X MASTERS,58736.05
AIKEN BRIAN M,58082.00
ST JOSEPH PRINT GROUP,58015.33
BLACKBERRY,56989.30
INNOVATIVE ERGONOMIC SOLUTIONS,55509.23
ACME FUTURE SECURITY CONTROLS,55483.14
MONSTER WORLDWIDE CANADA,54698.40
BERKELEY PAYMENT SOLUTIONS,54244.10
ALTIS HUMAN RESOURCES,54226.44
VANDER VEEN ANNEMARIE,53392.50
GALE A PART OF CENGAGE LEARNING GROUP,52461.45
KNOWLEDGE CIRCLE,51232.00
MACKINNON CHARLTON MANAGEMENT CONSULTANTS,50740.00
CASEWARE IDEA,50634.17
C2 ENTERPRISE,50034.36
FEDERAL EXPRESS CANADA,50000.00
BEAUCHAMP TIM,48025.00
BARNOTI ALINE,47460.00
DEVORTEX,47460.00
7543352 CANADA,44493.75
SIRSIDYNIX,44144.45
ORACLE CANADA,43132.03
DENSMORE CONSULTING SERVICES,42954.66
DYNAMIC PERSONNEL,42294.77
MAHONEY ANNE LOUISE,40256.25
3261620 CANADA KNOWLEDGE CIRCLE LEARNING SERVICES IN JOINT VENTURE,37669.38
FERRILL CHRISTOPHER,37475.00
DASCO DATA PRODUCTS,37086.60
7521910 CANADA,37006.14
INTEGRATING SOLUTIONS,36725.00
CANADIAN GROUP FOR EMERGENCY TRAINING,35666.47
STRATOS,35066.40
IPSS,33965.84
1101417 ONTARIO,33900.00
7792395 CANADA,33327.37
PLAIN WRITING SERVICES,31075.00
POTENCIA TECHNOLOGIES,29863.68
8196311 CANADA,29799.00
EXTRAVISION SECURITY TECHNOLOGIE,29772.76
COMPETITIVE EDGE MEDIA GROUP,29766.26
ACMEFUTURE SECURITY CONTROLS,29351.75
FOGLER RUBINOFF,28327.90
CHRYSLER CANADA,28318.65
GOWLING WLG CANADA,28297.90
LINKEDIN,28019.48
CAPITAL TRAITEUR PALAIS DES CONGRES DE GATINEAU,27757.78
SERVICES PROFESSIONNELS DECRITURE ET DE COMMUNICATIONS ENR,27685.00
L PAUL FRECHETTE CONSULTING SERVICES,26894.00
ERASMUS REANNA,26740.00
BOEYENS COMMUNICATION CONTRACTORS,25425.00
BENCHMARKET,25425.00
MNP,24973.00
ART DESIGN INTERNATIONAL,24957.18
GRAND TOY,24860.00
FOUR POINT SOLUTIONS,24860.00
KNOWLEDGEWORKS ENTERPRISE CONTENT MANAGEMENT SOLUTIONS CANADA,24718.75
DNR CONSULTING GROUP,24709.16
RIOPELLE MARY MARGARET,24615.00
BERLITZ CANADA,24600.00
SYSTEMATIX SOLUTIONS,24577.51
ALAN W LESCHIED,24577.50
INDEED IRELAND OPERATIONS,24500.00
JL RICHARDS ASSOCIATES,24472.20
PRESIDIA SECURITY CONSULTING,24408.00
TIMMONS VIANNE,24340.00
THE TAYLOR REACH GROUP,24335.00
HIGHER EDUCATION STRATEGY ASSOCIATES,24069.00
SCALAR DECISIONS,23704.10
JACK GALLAGHER CONSULTING SERVICES,23470.00
SOLARWINDS,23312.59
JB LAMOTHE CONSULTING,23136.75
SJ MANAGEMENT,23080.00
IASEMINARS,22885.00
COURTOIS VALERIE,22656.00
ADVANCED SYMBOLICS 2015,22600.00
SOLUTIONS MODEX,21424.80
WESTERN IMPERIAL MAGNETICS,21067.09
RISK DYNAMIX,21008.96
SAS INSTITUTE,20950.20
NORTHERN MICRO,20491.87
E CALF CONSULTING,20340.00
THE CONFERENCE BOARD OF CANADA,20000.00
PROQUEST,19550.77
EXCEL HUMAN RESOURCES,18122.94
ND GRAPHICS,18069.82
ALI MUHAMMAD SHAFQAT,17676.00
STRANDBERG CORO,16992.00
DOYLE CASSIE,16992.00
H3CREATIVE,16950.00
MJ SARRAZIN CONSULTING CONSULTATIONS MJ SARRAZIN,16670.30
CHECKBOX SURVEY,16420.55
GH INFORMATICS SERVICES,16102.50
AYAYA COMMUNICATIONS,15940.53
ANITA BIGUZS,15820.00
FAST TRACK STAFFING,15339.75
THE NIAGARA INSTITUTE,14972.50
BLUESKY STRATEGY GROUP,14464.00
OSLER HOSKIN HARCOURT,14065.00
9233 9720 QUEBEC,14030.00
3059774 CANADA,14000.00
CALL CENTER PRODUCTS,13548.70
COLLIN ROY ASSOCIES,13465.00
GORDON L PORTER,13387.50
EMBARCADERO TECHNOLOGIES,12964.55
BELANGER CONSULTING,12806.67
LWG ARCHITECTURAL INTERIORS,12769.00
JOHN G TANNAHILL,12449.92
SIMPLEX GRINNELL,12430.00
8005931 CANADA,12288.75
BUSINESS SHERPA GROUP,12147.50
EDMOND MARIO,12034.50
CANADIAN AUDIT AND ACCOUNTABILITY FOUNDATION,11752.00
KEYDATA ASSOCIATES,11659.91
CFN CONSULTANTS,11605.00
MILNER EMMETT,11507.17
CENTER FOR INTERNET SECURITY,11404.40
MARK H GOLDBERG ASSOCIATES,11322.50
1101417 ONTARIO AKA CAREERJOY,11300.00
CSAGOLY PAUL,11187.00
TAG HR THE ASSOCIATES GROUP HUMAN RESOURCES,11170.90
ALEXANDER THORSTEN NEEF,11040.00
SKYLINE OTTAWA,11029.64
1213145 ONTARIO,11017.50
MACRAE JULIE,10827.50
DREXHAGE JOHN,10757.60
CROWELL TAMMY L,10723.75
BRUCE C SLOAN CONSULTING GROUP,10593.75
METIVIER EDMEE,10540.00
MCIVOR ONOWA,10509.00
YOUNG GRAHAM,10311.25
FENTON GORDON ASHLEY,10184.00
TASSE MARC,10170.00
RFP SOLUTIONS,10170.00
MACLAURIN BRUCE,10170.00
