vendor_normalized,sum_effective_value
MICROSOFT CANADA,2001561.99
DELOITTE AND TOUCHE,1709861.07
SAMSON ASSOCIES CPA CONSULTATION,1234349.03
NISHA TECHONOLOGIES,1087404.65
RICOH,869779.10
ERNST YOUNG,779149.24
PRICEWATERHOUSE COOPERS,693547.48
KPMG,645810.44
ITEX,540666.54
COFOMO,532292.72
DELL COMPUTER,451860.42
RPDATA SOLUTIONS,381940.00
CISTEL TECHNOLOGY,314586.34
RAYMOND CHABOT GRANT THORNTON,309397.00
GARTNER,264767.18
HYATT LAUREL A,257668.25
COLLINS BARROW OTTAWA,252088.88
WOLTERS KLUWER,248767.56
MARCIL LAVALLEE,189017.93
CDW CANADA,187399.98
SEN X ENVIRONMENTAL CONSULTANTS,181754.85
BDO CANADA,177397.40
PLAINLY SPEAKING,169500.00
CCH CANADIAN,162633.21
SHARED SERVICES CANADA SSC,157618.24
MINITEL COMMUNICATIONS,155269.31
CORPORATE EXPRESS CANADA,154814.50
CARON TRAINING CENTRE,141570.00
WATERWOOD COMMUNICATIONS,136843.00
SOFTCHOICE,129394.76
CLARKE JEFFERY,127238.00
ANTHONY MACAULEY ASSOCIATES,124894.32
MORRIS SUZANNE,123079.60
BELL CANADA,123000.00
CAPITA SECURE INFORMATION SOLUTIONS,121702.34
THE RIGHT DOOR CONSULTING SOLUTIONS,121445.77
TERAMACH TECHNOLOGIES,113991.03
GENESIS INTEGRATION,112837.35
OPENTEXT,109782.53
JOYCE BRUCE A,108208.80
ADVIVUM,105544.45
THE NEW TORONTO GROUP,104492.90
HART WILLIAM AVERY,101700.00
1850491 ONTARIO,99990.90
EBSCO CANADA,98370.99
CONNELLY BUSINESS EXHIBITIONS,92716.50
TELUS CANADA,91284.44
GEOLITHUM,91247.50
GRAYBRIDGE INTERNATIONAL CONSULTING,89716.66
HUNTER LITIGATION CHAMBERS LAW,88288.30
LEO PISCES SERVICES GROUP,84735.88
BLOOMBERG,84330.14
VERSATIL BPI,82959.08
INSA,74860.06
HYPERTEC,72750.00
ROGERS,71934.00
SOUTHSIDE COMMUNICATIONS,71190.00
CMI INTERLANGUES,70740.00
ECOLE DE LANGUES LA CITE,70006.20
WELCH CHARTERED ACCOUNTANTS,69409.80
GILLIAN SCOBIE EDITORIAL SERVICES,63816.75
BEVA GLOBAL MANAGEMENT,63008.17
