vendor_normalized,sum_effective_value
MICHEL HAMEL CONSULTING,386261.50
SYLVAIN BERTHIAUME,289496.33
MATTHEW T MCGARVEY BARRISTER AND SOLICITOR,172918.50
MIKE DUNN ENTERPRISES,158313.00
PAUL YELLE,148195.73
CLAUDE BERGERON,111350.10
CANADIAN CORPS OF COMMISSIONAIRES,63551.20
STENOTRAN SERVICES,56500.00
BRITESKY TECHNOLOGIES,53776.40
SAMSON ASSOCIATES,49810.40
KABOOM COMMUNICATION DESIGN,49067.44
CONWAY BAXTER WILSON,46980.00
PETER CICALO,46872.40
BBG MANAGEMENT,35938.38
ALTIS HUMAN RESOURCES,35096.67
DAVE JEGGO,31414.00
MKD INTERNATIONAL,30736.00
DONNA CONA,27120.00
PANXSOLUTIONS,24995.60
LUMINA IT,24973.00
IMATICS,24789.38
QMR,24577.50
MAXSYS STAFFING CONSULTING,24315.00
OCEANSIDE STATEGIC SOLUTIONS,23504.00
ROBERT CHARTRAND,20611.60
XEROX,19632.02
DAVID LARIN,16950.00
SOFTCHOICE,16950.00
GSI INTERNATIONAL CONSULTING GROUP,16661.33
MISHKUMI TECHNOLOGIES,15804.00
RONALD MOSTREY CONSULTING,13047.73
TAG HR THE ASSOCIATES GROUP,12611.00
DENNERY RESOURCES,12486.50
OCEANSIDE STRATEGIC SOLUTIONS,12475.20
KNOWLEDGE CIRCLE LEARNING SERVICES,10896.00
KC TRI STAR,10848.00
RONALD MOSTREY,10124.80
CHARTERED PROFESSIONAL ACCOUNTANTS OF CANADA,10051.00
KABOOM COMMUNICATIONS DESIGN,8455.23
OCEANSIDE STRATEGIC,8437.33
PURESPIRIT SOLUTIONS,7645.86
NISHA TECHONOLOGIES,6779.87
