vendor_normalized,sum_effective_value
COSSETTE COMMUNICATIONS,5205598.09
CORADIX TECHNOLOGY CONSULTING,3855059.99
NISHA TECHONOLOGIES,1959994.00
TELECOM COMPUTER SERVICES,941723.94
CARROT INSIGHTS,684734.80
WILLS TRANSFER,591254.06
THE OF THE COUNCIL,542500.00
IPSOS REID,511098.93
DELOITTE AND TOUCHE,501907.30
ENVIRONICS ANALYTICS,497708.99
MISHKUMI TECHNOLOGIES,479331.33
MICROSOFT CANADA,477509.64
CAKEBREAD,464243.48
ADIRONDACK INFORMATION MANAGEMENT,448636.27
GARTNER,416698.39
POLESTAR COMMUNICATIONS,412693.58
A NET SOLUTIONS,407677.51
HYPERACTIVE PRODUCTIONS,396238.50
IDEECLIC,309907.00
TRM TECHNOLOGIES,306210.67
CIA,305100.00
CGI,299789.00
ENVIRONICS RESEARCH GROUP,288791.65
RJF COMMUNICATIONS,276603.45
ROBERTSON COMPANY,270137.30
ANET SOLUTIONS,260034.00
HAY GROUP,257335.00
ASOKAN SOLUTIONS DE BUREAU,256414.17
ACNIELSEN COMPANY OF CANADA,252319.96
BRYMARK,246781.50
ECHELON COMMUNICATIONS,244998.99
CISION,241459.00
MIKE COMMUNICATIONS,229998.99
LUMINA IT,229968.60
RUTHERFORD MCKAY ASSOCIATES,229955.04
NAVPOINT CONSULTING GROUP,229855.52
DELTA PRINTING,227970.00
PORTAGE PERSONNEL,221991.55
NEWS CANADA,221968.90
HEWLETT PACKARD,213792.00
DOLLCO PRINTING,212731.00
INROUND INNOVATIONS,212599.71
HARRIS DECIMA,206956.00
ASCRIBE MARKETING COMMUNICATION IN,204998.99
ST JOSEPH COMMUNICATIONS,204694.00
PHOENIX STRATEGIC PERSPECTIVES,202640.58
ERNST YOUNG,193389.80
HAWORTH,192307.47
TAG HR THE ASSOCIATES GROUP,191227.69
CREATIVE AGENCY,190682.00
CISTEL TECHNOLOGY,186450.00
STONEWORKS TECHNOLOGIES,180432.61
EKOS RESEARCH ASSOCIATES,179060.55
SOCIAL ENTERPRISE DEVELOPMENT INNOVATIONS,174037.33
KONICA MINOLTA BUSINESS SOLUTIONS,164635.70
FORUM RESEARCH,162074.77
ACCESS 2 NETWORKS,160838.55
ABI ADVANCED BUSINESS INTERIORS,153223.78
PURESPIRIT SOLUTIONS,149319.93
TARGET COMMUNICATIONS,147815.05
ARTEMP PERSONNEL SERVICES,146518.63
ALINE BARNOTI,142500.00
QUILLER BLAKE ADVERTISING,142298.00
NEWS CANADA INCFIFTH STORY,140668.05
XEROX,134968.50
ENTRUST,133686.15
NORTHERN MICRO,123726.77
ATTAIN INSIGHT SOLUTIONS,122180.00
NATIONAL PRINTERS,122160.00
TNS CANADIAN FACTS,112810.00
WILLIAM HART,112500.00
N CHENEVERT MIQUELON,112500.00
DEBRA BROWN EXECUTIVE CONSULTING,107802.00
GOSS GILROY,107481.83
ROBERT HALF CANADA,107112.00
METAFORE CANADA,106524.50
THORNLEY FALLIS 76 DESIGN,105768.00
DELSYS RESEARCH,105216.00
MERCER CANADA,103395.00
SAMSON ASSOCIES,101093.22
BUSINESS EVENTS SOLUTIONS,98077.00
HYPERTEC,97688.50
ROGERS,97644.05
THOMAS SCHMIDT,91241.10
HDP GROUP,90400.00
PARTNERS FOR YOUTH,88633.33
AVI SPL CANADA,87873.23
NEO INSIGHT,87563.62
ALTIS HUMAN RESOURCES,84040.00
INMOTION DVS,83337.50
KORN FERRY CA,79164.50
MINTO BUSINESS CENTRE,79100.00
HILL KNOWLTON STRATEGIES,78805.00
LISA FURRIE,75000.00
NICOLE CHENEVERT MIQUELON,75000.00
RAYMOND CHABOT GRANT THORNTON,74693.00
CYGNOS,74592.00
INSIGHT SOFTWARE CANADA,74094.73
PRINTERS PLUS,73488.75
DYNAMIC PERSONNEL CONSULTANTS,72971.13
SPEAKERS SPOTLIGHT,72686.00
EXCEL HUMAN RESOURCES,70881.73
PROSPER CANADA,68930.00
SOCIAL RESEARCH AND DEMONSTRATION,66781.00
OGILVIE MONTREAL,66149.00
MELTWATER NEWS CANADA,65705.73
CLA PERSONNEL,64477.60
DONNA CONA,62187.50
CHRISTOPHER GILMOUR,60767.50
IRON MOUNTAIN CANADA,60513.08
WATERCARE MARINE,60510.00
ADVANCED PRESENTATION PRODUCTS,60356.39
NEWCOMP ANALYTICS,59290.95
